cost_function, budget_percentage, budget, algorithm, seed_count, seed_cost, baseline_influenced_nodes, baseline_influence_percentage, edge_removal_percentage, repetition, removed_edges, perturbed_influenced_nodes, perturbed_influence_percentage, delta_influence, retention_percentage, perturbed_rounds
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     5.0,         16,          4411,                        380,             9.408269373607329 , 14             ,  103.82513661202186 ,                4
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     5.0,         16,          4411,                        818,            20.252537756870513 , -64            ,   92.7437641723356  ,               11
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     5.0,         16,          4411,                       1385,            34.290666006437235 , 31             ,  102.28951255539143 ,               19
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     5.0,         16,          4411,                       1379,            34.1421143847487   , -174           ,   88.79587894397939 ,               24
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     5.0,         16,          4411,                       1566,            38.7719732607081   , -953           ,   62.16752679634776 ,               19
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     5.0,         16,          4411,                       2890,            71.55236444664521  , 7              ,  100.24280263614291 ,               15
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     5.0,         16,          4411,                       3120,            77.24684327803912  , 25             ,  100.80775444264944 ,               17
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         16,          4411,                       2292,            56.746719485021046 , -1747          ,   56.746719485021046,               25
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     5.0,         16,          4411,                       4012,            99.33151770240158  , 0              ,  100.0              ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     5.0,         16,          4411,                       3945,            97.67269126021293  , -18            ,   99.5457986373959  ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         16,          4411,                       2292,            56.746719485021046 , -1747          ,   56.746719485021046,               25
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     5.0,         16,          4411,                        164,             4.060410992820005 , 6              ,  103.79746835443038 ,                4
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     5.0,         16,          4411,                        214,             5.298341173557811 , 3              ,  101.4218009478673  ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     5.0,         16,          4411,                        546,            13.518197573656845 , -9             ,   98.37837837837839 ,               13
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     5.0,         16,          4411,                        383,             9.482545184451597 , 15             ,  104.07608695652173 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     5.0,         16,          4411,                        267,             6.610547165139886 , 3              ,  101.13636363636364 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     5.0,         16,          4411,                        852,            21.094330279772223 , -47            ,   94.77196885428253 ,               13
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     5.0,         16,          4411,                        497,            12.305025996533796 , 17             ,  103.54166666666667 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     5.0,         16,          4411,                        415,            10.274820500123793 , 3              ,  100.72815533980584 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     5.0,         16,          4411,                       1391,            34.439217628125775 , -20            ,   98.58256555634301 ,               13
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     5.0,         16,          4411,                        671,            16.613023025501363 , 21             ,  103.23076923076924 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     5.0,         16,          4411,                        621,            15.375092844763556 , 4              ,  100.64829821717991 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     5.0,         16,          4411,                       2214,            54.81554840307007  , -191           ,   92.05821205821206 ,               21
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     5.0,         16,          4411,                       1861,            46.07576132706115  , 8              ,  100.4317323259579  ,                7
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     5.0,         16,          4411,                       1083,            26.813567714780884 , 2              ,  100.18501387604071 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     5.0,         16,          4411,                       3303,            81.7776677395395   , -164           ,   95.26968560715315 ,               43
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     5.0,         17,          4411,                        309,             7.650408516959644 , 16             ,  105.46075085324232 ,                3
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     5.0,         17,          4411,                        235,             5.81827184946769  , 11             ,  104.91071428571428 ,                3
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     5.0,         17,          4411,                        525,            12.99826689774697  , -63            ,   89.28571428571429 ,                9
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     5.0,         17,          4411,                        425,            10.522406536271355 , 16             ,  103.91198044009779 ,                3
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     5.0,         17,          4411,                        382,             9.45778658083684  , 16             ,  104.37158469945356 ,                3
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     5.0,         17,          4411,                        804,            19.905917306263927 , -78            ,   91.15646258503402 ,               16
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     5.0,         17,          4411,                       1392,            34.46397623174053  , 38             ,  102.80649926144756 ,               16
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     5.0,         17,          4411,                       1566,            38.7719732607081   , 13             ,  100.83708950418544 ,               29
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     5.0,         17,          4411,                       1530,            37.880663530576875 , -989           ,   60.738388249305274,               20
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     5.0,         17,          4411,                       2835,            70.19064124783363  , -48            ,   98.33506763787722 ,                8
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     5.0,         17,          4411,                       3107,            76.92498143104729  , 12             ,  100.38772213247174 ,               17
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         17,          4411,                       2933,            72.61698440207972  , -1106          ,   72.61698440207972 ,               34
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     5.0,         17,          4411,                       4013,            99.35627630601634  , 1              ,  100.02492522432702 ,                5
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     5.0,         17,          4411,                       3941,            97.5736568457539   , -22            ,   99.44486500126168 ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         17,          4411,                       2933,            72.61698440207972  , -1106          ,   72.61698440207972 ,               34
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     5.0,         17,          4411,                        163,             4.035652389205248 , 5              ,  103.16455696202532 ,                5
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     5.0,         17,          4411,                        213,             5.273582569943056 , 2              ,  100.9478672985782  ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     5.0,         17,          4411,                        532,            13.171577123050259 , -23            ,   95.85585585585585 ,                6
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     5.0,         17,          4411,                        377,             9.33399356276306  , 9              ,  102.44565217391303 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     5.0,         17,          4411,                        266,             6.5857885615251295, 2              ,  100.75757575757575 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     5.0,         17,          4411,                        877,            21.713295370141125 , -22            ,   97.55283648498332 ,               11
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     5.0,         17,          4411,                        490,            12.131715771230503 , 10             ,  102.08333333333333 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     5.0,         17,          4411,                        414,            10.250061896509036 , 2              ,  100.48543689320388 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     5.0,         17,          4411,                       1385,            34.290666006437235 , -26            ,   98.15733522324592 ,                7
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     5.0,         17,          4411,                        660,            16.340678385739043 , 10             ,  101.53846153846153 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     5.0,         17,          4411,                        619,            15.325575637534042 , 2              ,  100.32414910858995 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     5.0,         17,          4411,                       2137,            52.90913592473384  , -268           ,   88.85654885654886 ,               17
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     5.0,         17,          4411,                       1863,            46.125278534290665 , 10             ,  100.53966540744739 ,               10
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     5.0,         17,          4411,                       1083,            26.813567714780884 , 2              ,  100.18501387604071 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     5.0,         17,          4411,                       3280,            81.20821985640009  , -187           ,   94.60628785693683 ,               27
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     5.0,         18,          4411,                        302,             7.47709829165635  , 9              ,  103.0716723549488  ,                4
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     5.0,         18,          4411,                        231,             5.719237435008666 , 7              ,  103.125            ,                2
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     5.0,         18,          4411,                        566,            14.013369645951968 , -22            ,   96.25850340136054 ,               10
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     5.0,         18,          4411,                        420,            10.398613518197573 , 11             ,  102.68948655256725 ,                4
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     5.0,         18,          4411,                        376,             9.309234959148304 , 10             ,  102.73224043715847 ,                4
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     5.0,         18,          4411,                        845,            20.92102005446893  , -37            ,   95.80498866213152 ,               12
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     5.0,         18,          4411,                       1374,            34.01832136667492  , 20             ,  101.47710487444608 ,               18
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     5.0,         18,          4411,                       1358,            33.62218370883882  , -195           ,   87.44365743721829 ,               26
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     5.0,         18,          4411,                       1676,            41.49541965833127  , -843           ,   66.53433902342199 ,               33
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     5.0,         18,          4411,                       2875,            71.18098539242386  , -8             ,   99.72251127297953 ,               11
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     5.0,         18,          4411,                       2950,            73.03788066353057  , -145           ,   95.31502423263328 ,               17
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         18,          4411,                       2670,            66.10547165139886  , -1369          ,   66.10547165139886 ,               37
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     5.0,         18,          4411,                       4012,            99.33151770240158  , 0              ,  100.0              ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     5.0,         18,          4411,                       3967,            98.21738053973756  , 4              ,  100.10093363613424 ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         18,          4411,                       2670,            66.10547165139886  , -1369          ,   66.10547165139886 ,               37
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     5.0,         18,          4411,                        173,             4.283238425352811 , 15             ,  109.49367088607596 ,                6
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     5.0,         18,          4411,                        217,             5.37261698440208  , 6              ,  102.84360189573461 ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     5.0,         18,          4411,                        548,            13.567714780886359 , -7             ,   98.73873873873875 ,               14
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     5.0,         18,          4411,                        381,             9.433027977222084 , 13             ,  103.53260869565217 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     5.0,         18,          4411,                        270,             6.684822975984154 , 6              ,  102.27272727272727 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     5.0,         18,          4411,                        868,            21.49046793760832  , -31            ,   96.55172413793103 ,               14
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     5.0,         18,          4411,                        503,            12.453577618222331 , 23             ,  104.79166666666666 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     5.0,         18,          4411,                        414,            10.250061896509036 , 2              ,  100.48543689320388 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     5.0,         18,          4411,                       1403,            34.73632087150285  , -8             ,   99.43302622253721 ,               14
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     5.0,         18,          4411,                        672,            16.63778162911612  , 22             ,  103.38461538461539 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     5.0,         18,          4411,                        620,            15.3503342411488   , 3              ,  100.48622366288494 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     5.0,         18,          4411,                       2330,            57.68754642238177  , -75            ,   96.88149688149689 ,               20
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     5.0,         18,          4411,                       1871,            46.32334736320872  , 18             ,  100.97139773340528 ,                8
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     5.0,         18,          4411,                       1084,            26.838326318395644 , 3              ,  100.27752081406105 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     5.0,         18,          4411,                       3274,            81.05966823471155  , -193           ,   94.43322757427171 ,               23
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     5.0,         19,          4411,                        301,             7.452339688041594 , 8              ,  102.73037542662115 ,                2
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     5.0,         19,          4411,                        232,             5.743996038623422 , 8              ,  103.57142857142858 ,                2
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     5.0,         19,          4411,                        523,            12.948749690517456 , -65            ,   88.94557823129252 ,               12
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     5.0,         19,          4411,                        417,            10.324337707353305 , 8              ,  101.9559902200489  ,                3
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     5.0,         19,          4411,                        371,             9.185441941074524 , 5              ,  101.36612021857923 ,                2
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     5.0,         19,          4411,                        801,            19.831641495419657 , -81            ,   90.81632653061224 ,               12
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     5.0,         19,          4411,                       1363,            33.7459767269126   , 9              ,  100.66469719350073 ,               17
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     5.0,         19,          4411,                       1562,            38.672938846249075 , 9              ,  100.57952350289763 ,               31
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     5.0,         19,          4411,                       1688,            41.792522901708345 , -831           ,   67.01071853910283 ,               24
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     5.0,         19,          4411,                       2960,            73.28546669967814  , 77             ,  102.67082899757199 ,               17
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     5.0,         19,          4411,                       3070,            76.00891309730132  , -25            ,   99.19224555735056 ,               16
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         19,          4411,                       2717,            67.26912602129241  , -1322          ,   67.26912602129241 ,               39
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     5.0,         19,          4411,                       4013,            99.35627630601634  , 1              ,  100.02492522432702 ,                5
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     5.0,         19,          4411,                       3965,            98.16786333250805  , 2              ,  100.05046681806714 ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     5.0,         19,          4411,                       2717,            67.26912602129241  , -1322          ,   67.26912602129241 ,               39
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     5.0,         19,          4411,                        159,             3.9366179747462247, 1              ,  100.63291139240506 ,                3
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     5.0,         19,          4411,                        218,             5.397375588016836 , 7              ,  103.3175355450237  ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     5.0,         19,          4411,                        556,            13.765783609804409 , 1              ,  100.18018018018017 ,               14
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     5.0,         19,          4411,                        377,             9.33399356276306  , 9              ,  102.44565217391303 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     5.0,         19,          4411,                        271,             6.709581579598911 , 7              ,  102.65151515151516 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     5.0,         19,          4411,                        894,            22.134191631591978 , -5             ,   99.44382647385984 ,               14
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     5.0,         19,          4411,                        491,            12.156474374845258 , 11             ,  102.29166666666667 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     5.0,         19,          4411,                        415,            10.274820500123793 , 3              ,  100.72815533980584 ,                1
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     5.0,         19,          4411,                       1397,            34.58776924981431  , -14            ,   99.0077958894401  ,               14
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     5.0,         19,          4411,                        667,            16.513988611042336 , 17             ,  102.61538461538461 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     5.0,         19,          4411,                        621,            15.375092844763556 , 4              ,  100.64829821717991 ,                1
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     5.0,         19,          4411,                       2328,            57.638029215152265 , -77            ,   96.7983367983368  ,               28
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     5.0,         19,          4411,                       1862,            46.10051993067591  , 9              ,  100.48569886670265 ,                7
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     5.0,         19,          4411,                       1083,            26.813567714780884 , 2              ,  100.18501387604071 ,                1
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     5.0,         19,          4411,                       3298,            81.65387472146571  , -169           ,   95.12546870493222 ,               35
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                    10.0,          0,          8823,                        312,             7.724684327803912 , 19             ,  106.48464163822527 ,                4
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                    10.0,          0,          8823,                        234,             5.793513245852934 , 10             ,  104.46428571428572 ,                3
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                    10.0,          0,          8823,                        533,            13.196335726665016 , -55            ,   90.64625850340136 ,                9
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                    10.0,          0,          8823,                        430,            10.646199554345134 , 21             ,  105.13447432762837 ,                4
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                    10.0,          0,          8823,                        383,             9.482545184451597 , 17             ,  104.64480874316939 ,                4
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                    10.0,          0,          8823,                        806,            19.95543451349344  , -76            ,   91.38321995464852 ,                9
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                    10.0,          0,          8823,                       1356,            33.57266650160931  , 2              ,  100.14771048744461 ,               13
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                    10.0,          0,          8823,                       1566,            38.7719732607081   , 13             ,  100.83708950418544 ,               27
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                    10.0,          0,          8823,                       1541,            38.15300817033919  , -978           ,   61.1750694720127  ,               17
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                    10.0,          0,          8823,                       2960,            73.28546669967814  , 77             ,  102.67082899757199 ,               17
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                    10.0,          0,          8823,                       3074,            76.10794751176033  , -21            ,   99.32148626817448 ,               14
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                    10.0,          0,          8823,                       2881,            71.3295370141124   , -1158          ,   71.3295370141124  ,               36
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                    10.0,          0,          8823,                       4018,            99.48006932409012  , 6              ,  100.14955134596211 ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                    10.0,          0,          8823,                       3953,            97.87076008913097  , -10            ,   99.74766590966439 ,                6
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                    10.0,          0,          8823,                       2881,            71.3295370141124   , -1158          ,   71.3295370141124  ,               36
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                    10.0,          0,          8823,                        161,             3.9861351819757362, 3              ,  101.8987341772152  ,                4
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                    10.0,          0,          8823,                        216,             5.347858380787324 , 5              ,  102.36966824644549 ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                    10.0,          0,          8823,                        548,            13.567714780886359 , -7             ,   98.73873873873875 ,               16
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                    10.0,          0,          8823,                        377,             9.33399356276306  , 9              ,  102.44565217391303 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                    10.0,          0,          8823,                        271,             6.709581579598911 , 7              ,  102.65151515151516 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                    10.0,          0,          8823,                        860,            21.29239910869027  , -39            ,   95.66184649610679 ,               16
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                    10.0,          0,          8823,                        491,            12.156474374845258 , 11             ,  102.29166666666667 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                    10.0,          0,          8823,                        416,            10.299579103738548 , 4              ,  100.97087378640776 ,                1
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                    10.0,          0,          8823,                       1396,            34.56301064619956  , -15            ,   98.93692416725727 ,               16
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                    10.0,          0,          8823,                        662,            16.390195592968556 , 12             ,  101.84615384615385 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                    10.0,          0,          8823,                        621,            15.375092844763556 , 4              ,  100.64829821717991 ,                1
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                    10.0,          0,          8823,                       2279,            56.424857638029216 , -126           ,   94.76091476091476 ,               27
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                    10.0,          0,          8823,                       1863,            46.125278534290665 , 10             ,  100.53966540744739 ,                8
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                    10.0,          0,          8823,                       1084,            26.838326318395644 , 3              ,  100.27752081406105 ,                1
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                    10.0,          0,          8823,                       3192,            79.02946273830156  , -275           ,   92.06807037784829 ,               22
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                    10.0,          1,          8823,                        311,             7.699925724189156 , 18             ,  106.14334470989762 ,                4
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                    10.0,          1,          8823,                        240,             5.942064867541471 , 16             ,  107.14285714285714 ,                4
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                    10.0,          1,          8823,                        504,            12.478336221837088 , -84            ,   85.71428571428571 ,                9
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                    10.0,          1,          8823,                        430,            10.646199554345134 , 21             ,  105.13447432762837 ,                4
